[1, 0.891755765662278, 0.0, 0.0, 0.10824423433772201, 0.0]
[2, 0.2675978217022993, 0.0, 0.40943929003630497, 0.3229628882613957, 0.0]
[3, 0.21978021978021978, 0.21978021978021978, 0.21978021978021978, 0.21978021978021978, 0.12087912087912088]
[4, 0.0, 0.03761047175014357, 0.0, 0.9623895282498565, 0.0]
[5, 0.21978021978021978, 0.21978021978021978, 0.21978021978021978, 0.21978021978021978, 0.12087912087912088]
[6, 0.7918422383279959, 0.04887915051407382, 0.0, 0.1592786111579302, 0.0]
[7, 0.21978021978021978, 0.21978021978021978, 0.21978021978021978, 0.21978021978021978, 0.12087912087912088]
[8, 0.8873010864175269, 0.11269891358247303, 0.0, 0.0, 0.0]
[9, 0.96860313785169, 0.0, 0.0, 0.031396862148310084, 0.0]
[10, 0.2738175903452794, 0.0, 0.36057677847134356, 0.36560563118337697, 0.0]
[11, 0.3445084710318635, 0.0, 0.3470669514597527, 0.30842457750838387, 0.0]
[12, 0.7918422383279959, 0.04887915051407382, 0.0, 0.1592786111579302, 0.0]
[13, 0.2675978217022993, 0.0, 0.40943929003630497, 0.3229628882613957, 0.0]
[14, 0.0, 1.0, 0.0, 0.0, 0.0]
[15, 0.33559801204381545, 0.0, 0.3928287518921905, 0.271573236063994, 0.0]
[16, 1.0, 0.0, 0.0, 0.0, 0.0]
[17, 1.0, 0.0, 0.0, 0.0, 0.0]
[18, 0.0, 0.14684566116215897, 0.4009730818038495, 0.0, 0.45218125703399153]
[19, 0.1775017586191715, 0.0, 0.5364599081542142, 0.2860383332266143, 0.0]
[20, 0.4736842105263158, 0.5263157894736842, 0.0, 0.0, 0.0]
[21, 0.0, 0.0, 0.6815179989633535, 0.3184820010366465, 0.0]
[22, 0.0, 1.0, 0.0, 0.0, 0.0]
[23, 0.21978021978021978, 0.21978021978021978, 0.21978021978021978, 0.21978021978021978, 0.12087912087912088]
[24, 0.21978021978021978, 0.21978021978021978, 0.21978021978021978, 0.21978021978021978, 0.12087912087912088]
[25, 0.0, 1.0, 0.0, 0.0, 0.0]
[26, NaN, NaN, NaN, NaN, NaN]
[27, 0.9765198705815968, 0.0, 0.0, 0.02348012941840307, 0.0]
[28, 0.2917077389306431, 0.0810299274807342, 0.25105993924358627, 0.3227226422077517, 0.05347975213728457]
[29, 0.0, 0.735054495419488, 0.0, 0.05703009016185683, 0.2079154144186552]
[30, 0.2917077389306431, 0.0810299274807342, 0.25105993924358627, 0.3227226422077517, 0.05347975213728457]
[31, 0.0, 1.0, 0.0, 0.0, 0.0]
[32, 0.0, 0.9109312620346723, 0.0, 0.017715792517161093, 0.07135294544816644]
[33, 0.3152026217720323, 0.11674171176741936, 0.24113861774909576, 0.2113427540617075, 0.11557429464974517]
[34, 0.8637572588634387, 0.019747536782428868, 0.0, 0.11649520435413228, 0.0]
[35, 0.8046563546483814, 0.0, 0.0, 0.19534364535161855, 0.0]
[36, 0.2917077389306431, 0.0810299274807342, 0.25105993924358627, 0.3227226422077517, 0.05347975213728457]
[37, 0.186829744150715, 0.05766350128108487, 0.3690402094887813, 0.24945806603556128, 0.13700847904385766]
[38, 0.0, 0.9843859086996132, 0.0, 0.0, 0.01561409130038677]
[39, 0.8066579751909737, 0.01383158393674509, 0.0, 0.17951044087228119, 0.0]
[40, 0.0, 0.7163323782234956, 0.0, 0.0, 0.2836676217765043]
