116,0.79,0.00,0.00,0.21,0.00
117,0.95,0.00,0.00,0.05,0.00
118,0.79,0.05,0.00,0.16,0.00
119,0.90,0.00,0.00,0.10,0.00
120,0.81,0.01,0.00,0.18,0.00
121,0.82,0.00,0.00,0.18,0.00
122,0.48,0.29,0.00,0.00,0.23
123,0.00,0.00,0.90,0.10,0.00
124,1.00,0.00,0.00,0.00,0.00
125,1.00,0.00,0.00,0.00,0.00
126,0.00,0.00,0.00,0.00,0.00
127,0.19,0.06,0.37,0.25,0.14
128,0.85,0.00,0.00,0.15,0.00
129,0.00,0.00,0.00,0.00,0.00
130,0.00,0.15,0.66,0.00,0.19
131,0.00,0.00,0.73,0.27,0.00
132,0.00,1.00,0.00,0.00,0.00
133,0.86,0.00,0.00,0.14,0.00
134,0.00,0.06,0.62,0.26,0.06
135,1.00,0.00,0.00,0.00,0.00
136,0.84,0.02,0.00,0.14,0.00
137,1.00,0.00,0.00,0.00,0.00
138,1.00,0.00,0.00,0.00,0.00
139,0.47,0.53,0.00,0.00,0.00
140,0.22,0.22,0.22,0.22,0.12
141,0.84,0.00,0.00,0.16,0.00
142,0.00,1.00,0.00,0.00,0.00
143,0.00,1.00,0.00,0.00,0.00
144,0.00,0.00,0.00,0.00,0.00
145,0.00,0.00,0.75,0.25,0.00
146,0.22,0.22,0.22,0.22,0.12
147,1.00,0.00,0.00,0.00,0.00
148,0.00,0.89,0.00,0.00,0.11
149,1.00,0.00,0.00,0.00,0.00
150,0.99,0.00,0.00,0.01,0.00
151,1.00,0.00,0.00,0.00,0.00
152,0.92,0.00,0.00,0.08,0.00
153,0.88,0.00,0.00,0.12,0.00
154,0.32,0.12,0.24,0.21,0.12
155,1.00,0.00,0.00,0.00,0.00
156,0.97,0.00,0.00,0.03,0.00
157,0.97,0.00,0.00,0.03,0.00
158,0.22,0.22,0.22,0.22,0.12
159,0.91,0.00,0.00,0.09,0.00
160,0.86,0.02,0.00,0.12,0.00
161,0.47,0.53,0.00,0.00,0.00
162,0.00,1.00,0.00,0.00,0.00
163,0.00,0.00,0.00,0.00,0.00
164,0.00,0.74,0.00,0.06,0.21
165,0.00,1.00,0.00,0.00,0.00
166,0.84,0.00,0.00,0.16,0.00
167,0.34,0.00,0.35,0.31,0.00
168,0.00,0.00,0.00,0.00,0.00
169,0.00,0.00,0.00,0.00,0.00
170,0.00,1.00,0.00,0.00,0.00
171,0.00,0.00,0.66,0.34,0.00
172,0.00,0.00,0.80,0.18,0.03
173,0.18,0.08,0.32,0.15,0.27
174,0.08,0.04,0.33,0.08,0.48
175,0.32,0.12,0.24,0.21,0.12
176,0.13,0.14,0.29,0.15,0.28
177,0.79,0.05,0.00,0.16,0.00
178,0.27,0.00,0.36,0.37,0.00
179,0.00,0.74,0.16,0.00,0.10
180,0.00,1.00,0.00,0.00,0.00
181,0.99,0.00,0.00,0.01,0.00
182,0.96,0.00,0.00,0.04,0.00
183,0.27,0.00,0.41,0.32,0.00
184,1.00,0.00,0.00,0.00,0.00
185,0.99,0.00,0.00,0.01,0.00
186,0.27,0.00,0.36,0.37,0.00
187,0.41,0.06,0.24,0.19,0.10
188,0.30,0.49,0.00,0.00,0.22
189,0.00,1.00,0.00,0.00,0.00
190,0.22,0.22,0.22,0.22,0.12
191,0.32,0.12,0.24,0.21,0.12
192,0.81,0.01,0.00,0.18,0.00
193,0.76,0.00,0.00,0.24,0.00
194,0.02,0.48,0.40,0.03,0.07
195,0.91,0.00,0.00,0.09,0.00
196,0.34,0.00,0.35,0.31,0.00
197,1.00,0.00,0.00,0.00,0.00
198,0.34,0.00,0.35,0.31,0.00
199,0.81,0.01,0.00,0.18,0.00
200,0.00,0.00,0.87,0.13,0.00
201,1.00,0.00,0.00,0.00,0.00
202,0.86,0.00,0.00,0.14,0.00
203,0.81,0.01,0.00,0.18,0.00
204,0.22,0.22,0.22,0.22,0.12
205,0.00,1.00,0.00,0.00,0.00
206,0.86,0.00,0.00,0.14,0.00
207,0.97,0.00,0.00,0.03,0.00
208,0.29,0.08,0.25,0.32,0.05
209,0.22,0.22,0.22,0.22,0.12
210,0.00,1.00,0.00,0.00,0.00
211,0.00,1.00,0.00,0.00,0.00
212,0.00,1.00,0.00,0.00,0.00
213,0.00,1.00,0.00,0.00,0.00
214,0.00,0.74,0.00,0.06,0.21
215,1.00,0.00,0.00,0.00,0.00
216,0.90,0.00,0.00,0.10,0.00
217,0.22,0.22,0.22,0.22,0.12
218,0.71,0.29,0.00,0.00,0.00
219,0.00,0.91,0.00,0.02,0.07
220,0.00,1.00,0.00,0.00,0.00
221,1.00,0.00,0.00,0.00,0.00
222,0.32,0.12,0.24,0.21,0.12
223,0.00,0.57,0.15,0.00,0.28
224,0.22,0.22,0.22,0.22,0.12
225,0.98,0.00,0.00,0.02,0.00
226,0.98,0.00,0.00,0.02,0.00
227,1.00,0.00,0.00,0.00,0.00
228,0.81,0.00,0.00,0.19,0.00
229,0.34,0.00,0.35,0.31,0.00
230,0.91,0.00,0.00,0.09,0.00
231,0.98,0.00,0.00,0.02,0.00
232,1.00,0.00,0.00,0.00,0.00
233,0.27,0.00,0.36,0.37,0.00
234,0.00,1.00,0.00,0.00,0.00
235,0.81,0.01,0.00,0.18,0.00
236,1.00,0.00,0.00,0.00,0.00
237,0.00,0.00,0.70,0.30,0.00
238,0.97,0.00,0.00,0.03,0.00
239,0.98,0.00,0.00,0.02,0.00
240,0.29,0.08,0.25,0.32,0.05
241,0.81,0.00,0.00,0.19,0.00
242,0.00,1.00,0.00,0.00,0.00
243,0.00,0.91,0.00,0.02,0.07
244,0.87,0.01,0.00,0.13,0.00
245,0.32,0.12,0.24,0.21,0.12
246,0.00,0.00,0.00,0.00,0.00
247,0.00,0.00,0.68,0.32,0.00
248,0.00,0.00,0.60,0.40,0.00
249,0.00,0.00,0.00,0.00,0.00
250,0.98,0.00,0.00,0.02,0.00
251,0.00,1.00,0.00,0.00,0.00
252,0.00,1.00,0.00,0.00,0.00
253,0.00,0.00,0.80,0.20,0.00
254,0.25,0.03,0.38,0.22,0.12
255,0.04,0.90,0.00,0.00,0.06
256,0.00,0.25,0.33,0.00,0.42
257,0.87,0.00,0.00,0.13,0.00
258,0.00,0.00,0.60,0.40,0.00
259,0.27,0.00,0.41,0.32,0.00
260,0.41,0.06,0.24,0.19,0.10
261,0.00,0.00,0.00,1.00,0.00
262,0.00,0.74,0.00,0.06,0.21
263,0.29,0.08,0.25,0.32,0.05
264,0.00,0.85,0.00,0.07,0.08
265,0.22,0.22,0.22,0.22,0.12
266,0.00,0.00,1.00,0.00,0.00
267,0.97,0.00,0.00,0.03,0.00
268,0.00,0.00,0.83,0.17,0.00
269,0.00,1.00,0.00,0.00,0.00
270,0.00,1.00,0.00,0.00,0.00
271,0.76,0.00,0.00,0.24,0.00
272,0.99,0.01,0.00,0.00,0.00
273,0.00,0.06,0.62,0.26,0.06
274,0.00,0.06,0.62,0.26,0.06
275,0.87,0.01,0.00,0.13,0.00
276,0.00,0.00,0.00,0.00,0.00
277,1.00,0.00,0.00,0.00,0.00
278,1.00,0.00,0.00,0.00,0.00
279,0.38,0.04,0.25,0.28,0.05
280,0.32,0.12,0.24,0.21,0.12
281,0.00,0.00,0.00,0.00,0.00
282,0.00,0.00,0.00,0.00,0.00
283,0.00,1.00,0.00,0.00,0.00
284,0.82,0.00,0.00,0.18,0.00
285,0.98,0.00,0.00,0.02,0.00
286,0.41,0.06,0.24,0.19,0.10
287,0.51,0.03,0.23,0.15,0.08
288,0.77,0.00,0.00,0.23,0.00
289,0.00,0.00,0.75,0.25,0.00
290,0.87,0.00,0.00,0.13,0.00
291,0.32,0.12,0.24,0.21,0.12
292,0.00,0.00,0.00,0.00,0.00
293,0.00,0.00,0.00,0.00,0.00
294,0.00,0.00,0.63,0.37,0.00
295,0.00,0.00,0.93,0.07,0.00
296,0.00,0.74,0.00,0.06,0.21
297,0.00,0.00,0.71,0.29,0.00
298,1.00,0.00,0.00,0.00,0.00
299,0.99,0.00,0.00,0.01,0.00
300,0.47,0.53,0.00,0.00,0.00
301,0.21,0.00,0.55,0.25,0.00
302,0.97,0.00,0.00,0.03,0.00
303,1.00,0.00,0.00,0.00,0.00
304,0.22,0.22,0.22,0.22,0.12
305,0.38,0.04,0.25,0.28,0.05
306,0.80,0.00,0.00,0.20,0.00
307,0.18,0.08,0.32,0.15,0.27
308,0.13,0.14,0.29,0.15,0.28
309,0.32,0.12,0.24,0.21,0.12
310,0.87,0.00,0.00,0.13,0.00
311,0.00,1.00,0.00,0.00,0.00
312,0.00,0.00,1.00,0.00,0.00
313,1.00,0.00,0.00,0.00,0.00
314,0.27,0.00,0.41,0.32,0.00
315,0.16,0.84,0.00,0.00,0.00
316,1.00,0.00,0.00,0.00,0.00
317,0.00,0.00,1.00,0.00,0.00
318,0.00,1.00,0.00,0.00,0.00
319,0.04,0.90,0.00,0.00,0.06
320,0.00,0.00,0.00,0.00,0.00
321,1.00,0.00,0.00,0.00,0.00
322,0.22,0.22,0.22,0.22,0.12
323,0.00,0.57,0.15,0.00,0.28
324,0.00,0.82,0.00,0.00,0.18
325,0.00,1.00,0.00,0.00,0.00
326,0.00,1.00,0.00,0.00,0.00
327,0.86,0.00,0.00,0.14,0.00
328,1.00,0.00,0.00,0.00,0.00
329,1.00,0.00,0.00,0.00,0.00
330,0.85,0.00,0.00,0.15,0.00
331,0.00,1.00,0.00,0.00,0.00
332,0.00,0.74,0.00,0.06,0.21
333,0.00,1.00,0.00,0.00,0.00
334,0.00,0.00,1.00,0.00,0.00
335,0.22,0.22,0.22,0.22,0.12
336,0.22,0.22,0.22,0.22,0.12
337,0.22,0.22,0.22,0.22,0.12
338,0.22,0.22,0.22,0.22,0.12
339,0.18,0.08,0.32,0.15,0.27
340,0.62,0.00,0.00,0.38,0.00
341,0.19,0.06,0.37,0.25,0.14
342,1.00,0.00,0.00,0.00,0.00
343,1.00,0.00,0.00,0.00,0.00
344,0.22,0.22,0.22,0.22,0.12
345,0.18,0.08,0.32,0.15,0.27
346,0.98,0.00,0.00,0.02,0.00
347,1.00,0.00,0.00,0.00,0.00
348,0.22,0.22,0.22,0.22,0.12
349,0.00,1.00,0.00,0.00,0.00
350,0.00,1.00,0.00,0.00,0.00
351,0.00,1.00,0.00,0.00,0.00
352,0.29,0.08,0.25,0.32,0.05
353,1.00,0.00,0.00,0.00,0.00
354,0.00,1.00,0.00,0.00,0.00
355,1.00,0.00,0.00,0.00,0.00
356,0.97,0.00,0.00,0.03,0.00
357,0.34,0.00,0.35,0.31,0.00
358,0.07,0.00,0.81,0.13,0.00
359,0.00,0.00,0.00,1.00,0.00
360,0.00,0.00,0.00,0.00,0.00
361,0.88,0.00,0.00,0.12,0.00
362,1.00,0.00,0.00,0.00,0.00
363,0.00,0.00,0.00,0.00,0.00
364,0.00,0.00,0.00,0.00,0.00
365,1.00,0.00,0.00,0.00,0.00
366,0.21,0.00,0.55,0.25,0.00
367,0.00,1.00,0.00,0.00,0.00
368,0.00,1.00,0.00,0.00,0.00
369,0.82,0.00,0.00,0.18,0.00
370,1.00,0.00,0.00,0.00,0.00
371,1.00,0.00,0.00,0.00,0.00
372,0.76,0.00,0.00,0.24,0.00
373,1.00,0.00,0.00,0.00,0.00
374,0.97,0.00,0.00,0.03,0.00
375,1.00,0.00,0.00,0.00,0.00
376,0.88,0.00,0.00,0.12,0.00
377,0.00,0.97,0.00,0.00,0.03
378,1.00,0.00,0.00,0.00,0.00
379,0.29,0.08,0.25,0.32,0.05
380,0.79,0.05,0.00,0.16,0.00
381,0.25,0.03,0.38,0.22,0.12
382,0.22,0.22,0.22,0.22,0.12
383,0.89,0.00,0.00,0.11,0.00
384,0.95,0.00,0.00,0.05,0.00
385,0.86,0.00,0.00,0.14,0.00
386,0.76,0.00,0.00,0.24,0.00
387,0.98,0.00,0.00,0.02,0.00
388,0.79,0.00,0.00,0.21,0.00
389,0.00,1.00,0.00,0.00,0.00
390,0.03,0.64,0.26,0.04,0.03
391,0.00,1.00,0.00,0.00,0.00
392,0.00,0.97,0.00,0.00,0.03
393,1.00,0.00,0.00,0.00,0.00
394,0.00,0.00,0.00,0.00,0.00
395,0.87,0.01,0.00,0.13,0.00
396,0.15,0.68,0.00,0.00,0.17
397,0.00,0.00,0.00,0.00,0.00
398,0.94,0.06,0.00,0.00,0.00
399,0.09,0.45,0.28,0.11,0.07
400,0.00,0.00,0.00,0.00,0.00
401,0.00,0.00,0.80,0.20,0.00
402,0.00,1.00,0.00,0.00,0.00
403,0.00,1.00,0.00,0.00,0.00
404,0.22,0.22,0.22,0.22,0.12
405,0.22,0.22,0.22,0.22,0.12
406,0.22,0.22,0.22,0.22,0.12
407,0.30,0.49,0.00,0.00,0.22
408,0.85,0.00,0.00,0.15,0.00
409,0.00,0.00,0.00,1.00,0.00
410,0.00,0.41,0.22,0.00,0.37
411,0.00,0.00,0.00,0.00,0.00
412,0.00,1.00,0.00,0.00,0.00
413,0.00,0.98,0.00,0.00,0.02
414,0.00,1.00,0.00,0.00,0.00
415,0.00,0.00,0.00,0.00,0.00
416,0.00,0.57,0.15,0.00,0.28
417,0.00,0.00,1.00,0.00,0.00
418,0.79,0.00,0.00,0.21,0.00
419,0.19,0.00,0.48,0.33,0.00
420,0.32,0.02,0.24,0.39,0.02
421,0.32,0.12,0.24,0.21,0.12
422,0.00,0.00,0.00,0.00,1.00
423,0.00,0.00,0.71,0.29,0.00
424,1.00,0.00,0.00,0.00,0.00
425,0.47,0.53,0.00,0.00,0.00
426,0.81,0.01,0.00,0.18,0.00
427,0.00,1.00,0.00,0.00,0.00
428,0.00,0.77,0.13,0.00,0.11
429,0.81,0.01,0.00,0.18,0.00
430,0.97,0.00,0.00,0.03,0.00
431,0.00,0.00,0.00,0.00,0.00
432,0.00,1.00,0.00,0.00,0.00
433,0.00,1.00,0.00,0.00,0.00
434,0.00,0.95,0.00,0.00,0.05
435,0.41,0.01,0.23,0.33,0.02
436,0.86,0.00,0.00,0.14,0.00
437,0.00,0.00,0.00,0.00,0.00
438,0.29,0.08,0.25,0.32,0.05
439,0.18,0.00,0.54,0.29,0.00
440,0.09,0.45,0.28,0.11,0.07
441,0.00,0.00,0.88,0.12,0.00
442,0.28,0.00,0.31,0.41,0.00
443,0.00,1.00,0.00,0.00,0.00
444,0.85,0.00,0.00,0.15,0.00
445,1.00,0.00,0.00,0.00,0.00
446,0.79,0.00,0.00,0.21,0.00
447,0.00,0.00,0.00,1.00,0.00
448,0.00,0.85,0.00,0.07,0.08
449,0.00,1.00,0.00,0.00,0.00
450,1.00,0.00,0.00,0.00,0.00
451,0.06,0.30,0.40,0.08,0.17
452,0.22,0.22,0.22,0.22,0.12
453,0.80,0.00,0.00,0.20,0.00
454,0.00,0.00,0.00,0.00,0.00
455,0.00,0.00,0.00,0.00,0.00
456,0.00,0.00,0.00,1.00,0.00
457,0.00,0.00,0.00,1.00,0.00
458,0.79,0.05,0.00,0.16,0.00
459,0.79,0.00,0.00,0.21,0.00
460,0.00,0.00,1.00,0.00,0.00
461,0.00,1.00,0.00,0.00,0.00
462,0.00,0.00,0.89,0.11,0.00
463,0.00,0.42,0.33,0.00,0.25
464,0.90,0.00,0.00,0.10,0.00
465,0.00,0.77,0.13,0.00,0.11
466,0.00,0.00,0.00,0.00,0.00
467,0.89,0.00,0.00,0.11,0.00
468,1.00,0.00,0.00,0.00,0.00
469,0.00,0.00,0.89,0.11,0.00
470,0.00,0.00,0.00,0.00,0.00
471,0.95,0.05,0.00,0.00,0.00
472,0.00,1.00,0.00,0.00,0.00
473,0.19,0.00,0.60,0.21,0.00
474,0.00,1.00,0.00,0.00,0.00
475,0.99,0.01,0.00,0.00,0.00
476,0.00,1.00,0.00,0.00,0.00
477,0.00,1.00,0.00,0.00,0.00
478,0.32,0.12,0.24,0.21,0.12
479,0.00,1.00,0.00,0.00,0.00
480,0.85,0.00,0.00,0.15,0.00
481,0.22,0.22,0.22,0.22,0.12
482,0.00,1.00,0.00,0.00,0.00
483,0.00,0.00,0.00,1.00,0.00
484,0.76,0.00,0.00,0.24,0.00
485,0.00,1.00,0.00,0.00,0.00
486,0.22,0.22,0.22,0.22,0.12
487,0.00,1.00,0.00,0.00,0.00
488,0.32,0.12,0.24,0.21,0.12
489,0.00,1.00,0.00,0.00,0.00
490,0.00,0.00,0.00,0.00,0.00
491,0.00,0.00,0.00,0.00,0.00
492,0.00,0.00,0.00,0.00,0.00
493,0.00,0.00,0.00,0.00,0.00
494,0.00,0.80,0.00,0.00,0.20
495,0.00,0.91,0.00,0.02,0.07
496,0.00,0.00,0.00,0.00,0.00
497,0.09,0.45,0.28,0.11,0.07
498,0.14,0.00,0.67,0.19,0.00
499,1.00,0.00,0.00,0.00,0.00
500,0.79,0.00,0.00,0.21,0.00
501,0.79,0.00,0.00,0.21,0.00
502,0.27,0.00,0.41,0.32,0.00
503,0.35,0.00,0.30,0.35,0.00
504,0.00,0.00,0.80,0.20,0.00
505,0.96,0.00,0.00,0.04,0.00
506,0.00,1.00,0.00,0.00,0.00
507,0.00,1.00,0.00,0.00,0.00
508,0.00,0.94,0.00,0.00,0.06
509,0.00,0.00,0.91,0.09,0.00
510,0.22,0.22,0.22,0.22,0.12
511,0.22,0.22,0.22,0.22,0.12
512,0.22,0.22,0.22,0.22,0.12
513,0.00,0.00,0.00,0.00,0.00
514,0.00,1.00,0.00,0.00,0.00
515,0.97,0.00,0.00,0.03,0.00
516,0.27,0.00,0.41,0.32,0.00
517,0.21,0.00,0.55,0.25,0.00
518,1.00,0.00,0.00,0.00,0.00
519,0.30,0.49,0.00,0.00,0.22
520,0.32,0.12,0.24,0.21,0.12
521,0.34,0.00,0.39,0.27,0.00
522,0.00,0.74,0.00,0.06,0.21
523,1.00,0.00,0.00,0.00,0.00
524,0.00,0.00,0.00,0.00,0.00
525,1.00,0.00,0.00,0.00,0.00
526,1.00,0.00,0.00,0.00,0.00
527,0.98,0.00,0.00,0.02,0.00
528,0.34,0.00,0.39,0.27,0.00
529,0.00,0.00,0.00,0.00,0.00
530,1.00,0.00,0.00,0.00,0.00
531,0.41,0.06,0.24,0.19,0.10
532,0.60,0.40,0.00,0.00,0.00
533,0.34,0.00,0.35,0.31,0.00
534,1.00,0.00,0.00,0.00,0.00
535,0.00,0.94,0.00,0.00,0.06
536,0.29,0.08,0.25,0.32,0.05
537,0.32,0.12,0.24,0.21,0.12
538,0.71,0.29,0.00,0.00,0.00
539,1.00,0.00,0.00,0.00,0.00
540,0.00,1.00,0.00,0.00,0.00
541,0.63,0.00,0.00,0.37,0.00
542,0.16,0.84,0.00,0.00,0.00
543,0.18,0.08,0.32,0.15,0.27
544,0.97,0.00,0.00,0.03,0.00
545,0.00,1.00,0.00,0.00,0.00
546,0.00,1.00,0.00,0.00,0.00
547,0.00,0.00,0.00,0.00,0.00
548,0.04,0.00,0.88,0.08,0.00
549,0.90,0.00,0.00,0.10,0.00
550,0.85,0.00,0.00,0.15,0.00
551,0.00,0.00,0.73,0.27,0.00
552,0.00,1.00,0.00,0.00,0.00
553,1.00,0.00,0.00,0.00,0.00
554,0.86,0.00,0.00,0.14,0.00
555,1.00,0.00,0.00,0.00,0.00
556,1.00,0.00,0.00,0.00,0.00
557,0.22,0.22,0.22,0.22,0.12
558,0.92,0.00,0.00,0.08,0.00
559,0.79,0.00,0.00,0.21,0.00
560,0.22,0.22,0.22,0.22,0.12
561,0.34,0.00,0.39,0.27,0.00
562,0.00,0.00,0.85,0.15,0.00
563,0.00,1.00,0.00,0.00,0.00
564,0.00,0.00,0.00,0.00,0.00
565,1.00,0.00,0.00,0.00,0.00
566,0.34,0.00,0.35,0.31,0.00
567,1.00,0.00,0.00,0.00,0.00
568,0.79,0.05,0.00,0.16,0.00
569,0.79,0.05,0.00,0.16,0.00
570,1.00,0.00,0.00,0.00,0.00
571,0.89,0.00,0.00,0.11,0.00
572,0.81,0.01,0.00,0.18,0.00
573,0.79,0.00,0.00,0.21,0.00
574,0.79,0.05,0.00,0.16,0.00
575,0.81,0.01,0.00,0.18,0.00
576,0.32,0.12,0.24,0.21,0.12
577,0.92,0.00,0.00,0.08,0.00
578,0.03,0.64,0.26,0.04,0.03
579,1.00,0.00,0.00,0.00,0.00
580,0.00,1.00,0.00,0.00,0.00
581,0.81,0.01,0.00,0.18,0.00
582,0.88,0.00,0.00,0.12,0.00
583,0.91,0.00,0.00,0.09,0.00
584,0.00,0.00,0.94,0.06,0.00
585,0.19,0.06,0.37,0.25,0.14
586,0.29,0.08,0.25,0.32,0.05
587,0.00,0.28,0.48,0.00,0.24
588,0.82,0.00,0.00,0.18,0.00
589,0.00,1.00,0.00,0.00,0.00
590,0.00,0.00,0.87,0.13,0.00
591,0.00,0.39,0.00,0.13,0.48
592,0.25,0.03,0.38,0.22,0.12
593,1.00,0.00,0.00,0.00,0.00
594,0.00,1.00,0.00,0.00,0.00
595,0.98,0.00,0.00,0.02,0.00
596,0.00,0.86,0.00,0.00,0.14
597,0.00,0.00,0.00,0.00,0.00
598,1.00,0.00,0.00,0.00,0.00
599,1.00,0.00,0.00,0.00,0.00
600,1.00,0.00,0.00,0.00,0.00
601,0.86,0.00,0.00,0.14,0.00
602,0.86,0.02,0.00,0.12,0.00
603,0.00,1.00,0.00,0.00,0.00
604,0.22,0.22,0.22,0.22,0.12
605,0.13,0.14,0.29,0.15,0.28
606,0.91,0.00,0.00,0.09,0.00
607,0.90,0.00,0.00,0.10,0.00
608,0.80,0.00,0.00,0.20,0.00
609,0.00,1.00,0.00,0.00,0.00
610,0.00,1.00,0.00,0.00,0.00
611,0.87,0.01,0.00,0.13,0.00
612,0.83,0.00,0.00,0.17,0.00
613,0.00,0.00,0.85,0.15,0.00
614,0.32,0.12,0.24,0.21,0.12
615,0.00,0.00,0.94,0.06,0.00
616,1.00,0.00,0.00,0.00,0.00
617,0.47,0.53,0.00,0.00,0.00
618,0.09,0.45,0.28,0.11,0.07
619,0.88,0.00,0.00,0.12,0.00
620,0.22,0.22,0.22,0.22,0.12
621,0.22,0.22,0.22,0.22,0.12
622,0.00,0.00,0.72,0.28,0.00
623,0.88,0.00,0.00,0.12,0.00
624,0.00,1.00,0.00,0.00,0.00
625,0.00,0.57,0.15,0.00,0.28
626,0.00,1.00,0.00,0.00,0.00
627,0.32,0.12,0.24,0.21,0.12
628,0.15,0.68,0.00,0.00,0.17
629,0.00,0.00,0.00,0.00,1.00
630,1.00,0.00,0.00,0.00,0.00
631,0.00,0.00,0.00,0.00,0.00
632,0.15,0.20,0.40,0.20,0.04
633,0.84,0.00,0.00,0.16,0.00
634,0.22,0.22,0.22,0.22,0.12
635,0.22,0.22,0.22,0.22,0.12
636,0.00,1.00,0.00,0.00,0.00
